lang,T,n1,n_types,plateau_size,plateau_mass,floor,plateau_types_used,corpus_lines,empty_lines
mcf_Latn,1026868,118,2382,94960,1.78483824e-03,-17.789639,112,17567,0
mck_Latn,2454775,1169,7329,85146,6.63922444e-04,-18.669468,295,100000,0
mcn_Latn,1141940,793,5333,88423,1.49012490e-03,-17.898783,111,30781,0
mco_Latn,3094672,1459,7913,85896,5.30787959e-04,-18.902040,261,100000,0
mcp_Latn,1042257,584,4651,91410,1.69275475e-03,-17.804508,211,22044,0
mcq_Latn,1344107,58,2665,93872,1.32236103e-03,-18.078024,120,31265,0
mcu_Latn,722567,447,3243,93584,2.49944072e-03,-17.438303,110,13492,0
mda_Latn,987892,134,2311,95636,1.85737613e-03,-17.756895,185,17774,0
mdf_Cyrl,597279,1071,3808,94733,3.00396552e-03,-17.266640,598,16365,0
mdy_Ethi,3789499,7,536,99074,5.09428160e-04,-19.085844,23,67085,0
med_Latn,1291928,124,2954,93790,1.39107081e-03,-18.026495,129,23245,0
mee_Latn,1229289,88,3220,92273,1.43769840e-03,-17.977219,111,24514,0
mej_Latn,753742,258,2982,93446,2.39718863e-03,-17.478598,158,13341,0
mek_Latn,1283180,121,2816,93871,1.39934589e-03,-18.021427,214,24096,0
men_Latn,601771,505,4180,90933,2.85678653e-03,-17.275936,179,16422,0
meq_Latn,898985,167,3034,93239,1.99468865e-03,-17.660189,94,17804,0
mer_Latn,78103,1090,3427,92439,2.04053680e-02,-15.326262,26,3326,0
met_Latn,260730,596,2980,92998,6.64449451e-03,-16.454300,69,6728,0
meu_Latn,2803905,1158,7439,86418,5.90299258e-04,-18.801832,447,100000,0
mev_Latn,5125,319,807,98129,1.29278256e-01,-13.539826,8,277,0
mfe_Latn,2215982,1029,7447,86019,7.43644584e-04,-18.566271,275,100000,0
mfg_Latn,57570,550,2079,94330,2.73266566e-02,-15.054447,17,1598,0
mfh_Latn,655994,308,3151,93412,2.71670326e-03,-17.353111,133,13516,0
mfi_Latn,940837,228,3852,91542,1.87238525e-03,-17.705095,133,17796,0
mfk_Latn,749947,169,3066,93170,2.34908902e-03,-17.495909,77,17787,0
mfq_Latn,925669,520,3465,92708,1.88742278e-03,-17.709753,209,21554,0
mfy_Latn,869209,656,5594,88807,1.94982328e-03,-17.634237,190,19912,0
mfz_Latn,670551,257,3285,93275,2.65911888e-03,-17.373068,138,13402,0
mgc_Latn,182581,470,2731,93393,9.51645832e-03,-16.099304,50,5026,0
mgh_Latn,2114622,924,7584,85857,7.74204660e-04,-18.524113,407,78930,0
mgm_Latn,4089,678,1232,96535,1.36712766e-01,-13.467534,7,179,0
mgo_Latn,548581,360,2310,95372,3.31031459e-03,-17.176252,155,11133,0
mgr_Latn,2360733,1071,7281,85957,6.94774380e-04,-18.633526,305,100000,0
mhi_Latn,469636,395,3670,91155,3.66362354e-03,-17.029619,106,13542,0
mhl_Latn,800819,215,3205,92698,2.22971427e-03,-17.542984,186,17037,0
mhr_Cyrl,2679203,1300,4760,95195,6.75921145e-04,-18.763117,1510,100000,0
mhw_Latn,9969,555,1428,96153,9.57201325e-02,-13.820023,12,524,0
mhx_Latn,1080572,207,2498,94372,1.70995775e-03,-17.826286,161,17532,0
mhy_Latn,505118,391,4783,89171,3.35132007e-03,-17.096712,104,13427,0
mib_Latn,1162896,66,2622,94458,1.57611807e-03,-17.908701,136,24577,0
mic_Latn,1017544,119,2773,94468,1.75665932e-03,-17.800358,108,17716,0
mie_Latn,853964,97,2212,95131,2.16319269e-03,-17.599180,131,17822,0
mif_Latn,896561,150,2685,94240,2.01578034e-03,-17.660349,112,17711,0
mig_Latn,777847,127,2592,93964,2.33880227e-03,-17.508783,115,17825,0
mih_Latn,729382,105,2425,94662,2.49195197e-03,-17.452757,125,17758,0
mil_Latn,1213541,71,1948,96274,1.55027159e-03,-17.944279,118,17720,0
mim_Latn,417801,402,2208,95120,4.34642294e-03,-16.901297,126,6759,0
min_Arab,42941,156,1120,98536,3.56429465e-02,-14.832381,34,847,0
min_Latn,3644800,2148,15409,75682,3.98682155e-04,-19.061642,651,100000,0
mio_Latn,740692,209,2163,94750,2.45949373e-03,-17.466797,141,17742,0
mip_Latn,239144,734,2932,93048,7.25412414e-03,-16.367056,99,6764,0
miq_Latn,2705329,1223,6794,87230,6.21602170e-04,-18.759514,327,86132,0
mir_Latn,1147374,160,3134,93697,1.56431196e-03,-17.908131,170,16801,0
mit_Latn,1012501,157,3171,93184,1.78545654e-03,-17.770412,156,17430,0
miy_Latn,1015433,147,2536,94904,1.77640778e-03,-17.793783,220,17828,0
miz_Latn,912833,146,2840,94426,1.99823932e-03,-17.671061,120,17822,0
mjc_Latn,810755,116,2388,94805,2.25742004e-03,-17.553110,141,17745,0
mjw_Latn,452339,550,3615,90970,3.82772246e-03,-16.983770,99,11088,0
mkd_Cyrl,4356875,2197,6979,91195,3.96895060e-04,-19.252594,1333,100000,0
mkl_Latn,780475,106,1879,96277,2.34269761e-03,-17.531437,139,17702,0
mkn_Latn,877684,411,4425,89645,1.98891765e-03,-17.623777,148,18360,0
mks_Latn,966571,106,2285,95019,1.90664331e-03,-17.724243,122,17827,0
mkz_Latn,27831,727,1962,94540,4.93568530e-02,-14.465457,27,1446,0
mlh_Latn,1761374,120,3792,91010,9.95149055e-04,-18.331343,136,31269,0
mlp_Latn,1371864,115,3141,92504,1.30000943e-03,-18.080391,230,24038,0
mlt_Latn,5386529,1696,10272,81941,2.90745317e-04,-19.456818,720,100000,0
mlu_Latn,18177,570,1631,95815,6.69534587e-02,-14.173932,19,815,0
mmn_Latn,501446,270,3452,92056,3.49984868e-03,-17.085188,76,11023,0
mmo_Latn,1265163,91,3148,92459,1.41867061e-03,-17.992556,75,24576,0
mmx_Latn,1312481,204,4033,91266,1.33802078e-03,-18.038097,216,28734,0
mna_Latn,1519749,233,4320,90800,1.15059644e-03,-18.183889,244,33077,0
mnb_Latn,558829,317,4094,90356,3.05409831e-03,-17.202784,94,13514,0
mnf_Latn,674939,254,2821,94903,2.69014487e-03,-17.378771,172,13467,0
mni_Beng,2820060,244,1486,98930,6.74412232e-04,-18.803837,649,41766,0
mni_Latn,24695,1315,3079,92712,5.26384183e-02,-14.381562,19,889,0
mni_Mtei,217281,32,337,99692,8.41405033e-03,-16.287693,57,3424,0
mnk_Latn,520943,419,3343,92178,3.36800875e-03,-17.124910,167,13537,0
mns_Cyrl,40871,473,1869,97226,3.70663373e-02,-14.779840,55,971,0
mnw_Mymr,25183,20,372,99565,5.57172546e-02,-14.396031,9,291,0
mnx_Latn,453070,532,2870,93183,3.92919311e-03,-16.981642,80,6272,0
mny_Latn,868603,1523,8214,84566,1.84621023e-03,-17.639908,156,41872,0
moa_Latn,1141409,161,2396,94686,1.57471776e-03,-17.912001,107,17800,0
moc_Latn,966123,440,3614,92413,1.82042504e-03,-17.742708,168,18050,0
mog_Latn,654874,336,4129,90522,2.64782127e-03,-17.347366,90,13436,0
moh_Latn,70263,339,2131,95061,2.30051971e-02,-15.234309,30,1569,0
mop_Latn,986286,431,4041,91401,1.76600204e-03,-17.762049,245,18531,0
mor_Latn,601245,175,2722,94115,2.94882926e-03,-17.278620,25,13526,0
mos_Latn,2840499,1345,6577,87255,5.90419234e-04,-18.811268,299,100000,0
mox_Latn,1554636,85,3204,93022,1.14734335e-03,-18.210897,165,30851,0
mpg_Latn,663782,184,3449,91151,2.63004581e-03,-17.361027,90,17806,0
mph_Latn,63712,256,1816,95679,2.56828780e-02,-15.130685,48,1016,0
mpm_Latn,889429,166,2890,93375,2.02636005e-03,-17.645893,88,17709,0
mpp_Latn,619105,90,2820,92541,2.85907679e-03,-17.292664,87,13388,0
mps_Latn,3730925,247,4421,90118,4.68632071e-04,-19.074568,235,62082,0
mpt_Latn,1721817,42,3093,92497,1.02827505e-03,-18.314804,125,30449,0
mpx_Latn,1164016,244,4359,90683,1.48911022e-03,-17.924702,181,28162,0
mqb_Latn,892409,209,3665,92141,1.98477297e-03,-17.653326,159,17749,0
mqj_Latn,950505,366,4785,89850,1.81421991e-03,-17.717997,316,24541,0
mqy_Latn,424170,678,4564,90005,4.00835711e-03,-16.926994,123,11063,0
mrg_Latn,461943,665,3540,92335,3.79920625e-03,-17.006142,78,9720,0
mri_Latn,2604375,2016,8279,86626,6.33967470e-04,-18.732868,896,73030,0
mrj_Cyrl,912836,1798,6456,90367,1.86736670e-03,-17.694860,449,32843,0
mrq_Latn,16290,397,1108,97270,7.30110563e-02,-14.102390,19,827,0
mrv_Latn,2750,325,671,98005,1.53520430e-01,-13.366695,4,137,0
mrw_Latn,1353944,456,5081,89946,1.26747904e-03,-18.077690,96,32855,0
msb_Latn,642666,267,4858,89606,2.67548732e-03,-17.326801,163,17760,0
msc_Latn,145377,428,2571,93577,1.17244011e-02,-15.892623,43,4006,0
mse_Latn,371235,445,3506,91688,4.66173812e-03,-16.794514,58,11044,0
msk_Latn,785172,200,4138,90941,2.22293387e-03,-17.526894,127,17461,0
msm_Latn,694797,213,4384,90430,2.49919591e-03,-17.404118,187,17525,0
msy_Latn,1220221,128,3095,93021,1.46436354e-03,-17.966915,159,23880,0
mta_Latn,871803,198,3546,92003,2.03248076e-03,-17.628075,84,17707,0
mtg_Latn,834907,398,3618,91720,2.12458373e-03,-17.580675,184,10910,0
mti_Latn,1328972,88,3736,91575,1.32360600e-03,-18.052309,126,37906,0
mtj_Latn,751534,253,2752,93743,2.41237398e-03,-17.475456,160,13341,0
mto_Latn,1553331,120,3384,92948,1.14584257e-03,-18.211411,198,24568,0
mtp_Latn,1056480,131,2299,95196,1.72635932e-03,-17.825434,104,17826,0
mua_Latn,412211,359,2846,93536,4.32019531e-03,-16.890556,112,11045,0
mug_Latn,1241559,1037,5766,88115,1.35982758e-03,-17.986795,234,30584,0
muh_Latn,1122129,333,3179,93079,1.60435416e-03,-17.876238,159,17927,0
mui_Latn,317111,2328,9036,83548,4.94694172e-03,-16.642162,115,2590,0
mup_Deva,305759,74,1275,98097,6.04840268e-03,-16.601673,37,6754,0
mur_Latn,588941,361,4312,90860,2.93448442e-03,-17.248299,88,13305,0
mus_Latn,6059,458,1013,97808,1.21248864e-01,-13.600672,5,406,0
mux_Latn,2173959,113,3542,91923,8.22582111e-04,-18.531769,203,30379,0
muy_Latn,948976,196,3724,92108,1.87038164e-03,-17.712330,113,17784,0
mva_Latn,1473916,107,3858,91201,1.19061081e-03,-18.154110,166,31340,0
mvn_Latn,949157,183,3391,92533,1.83444162e-03,-17.736336,150,17532,0
mvp_Latn,513640,364,4354,89945,3.31165794e-03,-17.117260,123,13386,0
mwc_Latn,198024,754,3712,91328,8.47161479e-03,-16.193247,103,5701,0
mwf_Latn,20074,258,895,96839,6.39299141e-02,-14.230773,17,268,0
mwl_Latn,1159738,2163,10429,83142,1.35531083e-03,-17.932030,555,29497,0
mwm_Latn,1907262,531,3890,92105,9.38168452e-04,-18.402266,212,34765,0
mwn_Latn,912907,1174,5734,88097,1.85255118e-03,-17.677385,104,45676,0
mwp_Latn,249327,418,2469,93608,7.04217060e-03,-16.402710,90,4930,0
mwq_Latn,599362,403,3628,92188,2.94326524e-03,-17.259821,147,13480,0
mwv_Latn,547952,828,4908,89219,3.08523883e-03,-17.179976,130,13480,0
mww_Latn,2783028,830,4219,92064,6.47138463e-04,-18.773190,199,100000,0
mxb_Latn,923373,165,2648,94135,1.97053706e-03,-17.681934,188,17827,0
mxp_Latn,1100966,251,3490,93223,1.59892711e-03,-17.881172,180,17765,0
mxq_Latn,962748,180,3391,93582,1.83641660e-03,-17.746532,135,17822,0
mxt_Latn,769284,143,2728,94203,2.35623704e-03,-17.503897,138,17738,0
mxv_Latn,2753631,1321,6807,87543,6.19588583e-04,-18.766340,273,100000,0
mya_Mymr,5885845,1437,3627,98845,3.92045140e-04,-19.345442,2843,100000,0
myb_Latn,725805,192,3302,92218,2.42602202e-03,-17.453413,68,17794,0
myk_Latn,868237,329,3724,91932,2.05453850e-03,-17.616508,185,17969,0
myu_Latn,1133730,215,3592,92242,1.57162283e-03,-17.887817,184,17307,0
myv_Cyrl,1852309,1103,4026,95814,9.88535521e-04,-18.389450,1237,46588,0
myw_Latn,973924,110,3855,92569,1.82450697e-03,-17.742155,97,20830,0
myx_Latn,984361,574,4862,89325,1.73749716e-03,-17.755346,218,24108,0
myy_Latn,945313,172,2828,93781,1.90109163e-03,-17.714045,117,17572,0
mza_Latn,940927,149,2683,93538,1.90807634e-03,-17.707783,128,17806,0
mzh_Latn,1410838,628,4822,90434,1.23229592e-03,-18.111252,221,30095,0
mzk_Latn,605642,287,2965,93241,2.95729744e-03,-17.266422,107,13518,0
mzl_Latn,677993,404,3198,93310,2.61131374e-03,-17.391584,164,11046,0
mzm_Latn,768605,292,2844,93390,2.36621990e-03,-17.491001,183,17809,0
mzn_Arab,794153,1276,4007,94975,2.25388047e-03,-17.556471,735,25413,0
mzw_Latn,700354,315,3881,91516,2.48792314e-03,-17.420576,144,17739,0
mzz_Latn,69356,142,1970,94884,2.33760747e-02,-15.216453,32,1662,0
nab_Latn,1668111,67,1454,98155,1.12863257e-03,-18.281052,211,17051,0
naf_Latn,1644303,86,3781,91710,1.07548355e-03,-18.261372,159,30339,0
nah_Latn,622285,1687,7062,86140,2.70316925e-03,-17.277060,157,14383,0
nak_Latn,1298495,76,2762,93447,1.38665250e-03,-18.026012,100,24401,0
nan_Latn,1452702,2148,7957,87968,1.15907078e-03,-18.144865,330,41646,0
nap_Latn,876521,2096,9741,83857,1.80972050e-03,-17.651451,414,26109,0
naq_Latn,2763209,1218,5871,88953,6.26169228e-04,-18.771753,356,92558,0
nas_Latn,1236795,147,3634,92906,1.43396121e-03,-17.986658,208,24606,0
nav_Latn,3552091,1232,6267,88660,4.79582776e-04,-19.035158,328,81124,0
naw_Latn,804230,183,2714,93739,2.24584788e-03,-17.546942,134,17827,0
nba_Latn,2017672,1249,6253,87735,8.33268428e-04,-18.472231,427,100000,0
nbc_Latn,399699,476,3348,91464,4.34629993e-03,-16.862131,111,10982,0
nbe_Latn,418569,508,3169,92334,4.19637457e-03,-16.906702,139,11062,0
nbl_Latn,2393256,1227,7674,84604,6.78273402e-04,-18.641697,248,100000,0
nbq_Latn,174209,748,3303,92326,9.78146968e-03,-16.060347,98,3157,0
nbu_Latn,1300958,686,4532,90451,1.34667493e-03,-18.022680,177,30552,0
nca_Latn,1104450,107,2962,92700,1.61882841e-03,-17.863176,116,24465,0
nch_Latn,2297140,1233,6781,87091,7.30690394e-04,-18.596230,307,100000,0
ncj_Latn,2268273,1140,6900,86786,7.38361733e-04,-18.582277,321,100000,0
ncl_Latn,1062874,204,3248,93107,1.68280752e-03,-17.828796,140,17768,0
ncq_Laoo,269832,12,376,99590,7.02851687e-03,-16.466597,18,4269,0
nct_Latn,411542,801,4767,88959,4.07587161e-03,-16.898602,108,11027,0
ncu_Latn,971642,192,2600,93890,1.85605790e-03,-17.739180,139,17218,0
ncx_Latn,1881840,1417,7094,86508,8.91286582e-04,-18.390837,210,100000,0
ndc_Latn,2404025,1225,7895,83498,6.65609973e-04,-18.647385,282,100000,0
nde_Latn,2482273,1178,7174,85443,6.58070833e-04,-18.681803,236,100000,0
ndh_Latn,12617,662,1538,95678,8.39776208e-02,-13.945949,18,625,0
ndi_Latn,622463,320,2566,94780,2.91497748e-03,-17.297207,93,11030,0
ndj_Latn,629396,210,3856,91185,2.74804144e-03,-17.317513,125,17827,0
ndo_Latn,2122184,1213,7742,84763,7.62916648e-04,-18.525976,338,100000,0
ndp_Latn,471724,268,3106,91735,3.67958598e-03,-17.031614,102,13523,0
nds_Latn,3081975,2045,10985,81777,4.99978466e-04,-18.912697,770,100000,0
ndy_Latn,252283,593,2731,93223,6.93914638e-03,-16.413326,47,6763,0
ndz_Latn,1016152,107,2031,96259,1.84780481e-03,-17.768555,117,17783,0
neb_Latn,819036,217,2873,93994,2.19871272e-03,-17.570869,88,13396,0
new_Deva,690511,1362,4370,94426,2.64953539e-03,-17.388943,818,25626,0
nfa_Latn,948127,222,3781,91561,1.85880599e-03,-17.712582,143,17143,0
nfr_Latn,503147,275,3131,93086,3.50067386e-03,-17.096079,118,13480,0
ngb_Latn,69080,776,2338,94015,2.33019855e-02,-15.210426,58,3303,0
ngc_Latn,358841,511,4060,91170,4.73435137e-03,-16.773392,83,11049,0
ngl_Latn,2114092,1674,8733,84520,7.63896305e-04,-18.521822,388,100000,0
ngp_Latn,617756,243,4749,89636,2.73430221e-03,-17.305391,102,17827,0
ngu_Latn,2636445,965,6653,87194,6.39170714e-04,-18.731230,326,100000,0
nhd_Latn,562848,767,4089,90938,3.08646000e-03,-17.198664,107,13486,0
nhe_Latn,1334379,131,3124,93243,1.34630699e-03,-18.053354,213,28871,0
nhg_Latn,831108,215,3710,92169,2.11990967e-03,-17.587761,124,16904,0
nhi_Latn,836592,636,4053,91285,2.07579752e-03,-17.599152,158,18600,0
nhk_Latn,65478,1086,3105,92676,2.41229117e-02,-15.161458,31,3218,0
nho_Latn,1198229,183,3326,93205,1.49121630e-03,-17.950720,155,24502,0
nhr_Latn,1003059,172,2857,94089,1.79107864e-03,-17.776934,160,17751,0
nhu_Latn,865048,172,2926,94208,2.09447711e-03,-17.621712,151,17806,0
nhw_Latn,821328,199,3017,93361,2.17804844e-03,-17.573555,173,17816,0
nhx_Latn,1564094,30,3955,91322,1.11906245e-03,-18.217411,128,35642,0
nhy_Latn,802695,173,3578,91980,2.18887552e-03,-17.553694,121,17810,0
nia_Latn,2764975,1280,7632,84710,5.91091290e-04,-18.780529,286,100000,0
nif_Latn,503306,146,2633,93963,3.57388374e-03,-17.084759,106,10209,0
nii_Latn,1725781,77,2397,94329,1.06320827e-03,-18.301008,161,30695,0
nij_Latn,508493,446,4578,89423,3.35594199e-03,-17.098156,89,13418,0
nim_Latn,685129,236,4089,91855,2.53451920e-03,-17.405718,166,17845,0
nin_Latn,1002245,174,3281,92770,1.77325397e-03,-17.772818,164,24556,0
nio_Cyrl,6858,220,685,98824,1.24127525e-01,-13.587542,25,90,0
niq_Latn,1093241,963,5770,87552,1.53265110e-03,-17.860744,90,30088,0
niu_Latn,1896105,1186,5679,89727,9.10428490e-04,-18.406122,500,100000,0
niy_Latn,732147,190,2180,95741,2.51086564e-03,-17.456530,108,11062,0
njb_Latn,506248,503,3588,91463,3.42417664e-03,-17.100584,96,10983,0
njm_Latn,1171802,686,4148,90241,1.48324619e-03,-17.923761,122,30730,0
njn_Latn,1213427,687,4672,89257,1.41166946e-03,-17.962257,247,29912,0
njo_Latn,1110004,777,4604,89221,1.53874779e-03,-17.875658,131,30731,0
njz_Latn,531741,518,3518,91893,3.28706268e-03,-17.146141,115,11038,0
nkf_Latn,248837,696,3200,92449,6.97622255e-03,-16.399660,93,6762,0
nki_Latn,370666,567,4036,90813,4.57831339e-03,-16.802982,102,11061,0
nko_Latn,809791,217,3374,93107,2.17082642e-03,-17.574152,145,17654,0
nla_Latn,6354,463,1032,97954,1.28501574e-01,-13.544067,180,233,0
nlc_Latn,718843,480,3892,91434,2.43676556e-03,-17.440456,176,13403,0
nld_Latn,4254087,2147,11019,81858,3.67219561e-04,-19.222292,910,100000,0
nlg_Latn,685888,869,4712,89951,2.49039047e-03,-17.402336,178,16692,0
nma_Latn,478984,535,3164,92003,3.66703390e-03,-17.037949,106,11038,0
nmf_Latn,1174865,734,4964,88914,1.44220366e-03,-17.937008,117,30733,0
nmh_Latn,428407,737,4124,90461,3.97111901e-03,-16.941381,173,11056,0
nmo_Latn,443169,450,3515,91571,3.89932105e-03,-16.971823,84,11055,0
nmw_Latn,123189,159,2461,93728,1.37160620e-02,-15.737340,52,3113,0
nmz_Latn,599904,222,3168,93185,2.93609758e-03,-17.273016,109,13452,0
nnb_Latn,2717666,1700,9148,82016,5.78771837e-04,-18.769272,486,83880,0
nng_Latn,539279,517,3511,91260,3.23688532e-03,-17.154612,126,11050,0
nnh_Latn,609802,346,2702,94747,2.99312452e-03,-17.270403,110,10903,0
nnl_Latn,1127309,737,4526,89756,1.53321492e-03,-17.885239,235,29935,0
nno_Latn,3165583,2713,13358,79433,4.75969007e-04,-18.932827,989,100000,0
nnp_Latn,476527,502,3495,91782,3.65630005e-03,-17.038475,103,11050,0
nnq_Latn,625599,221,4608,89636,2.70428741e-03,-17.316429,87,17827,0
nnw_Latn,1004170,341,2813,94775,1.79855075e-03,-17.780035,149,17675,0
noa_Latn,2640336,80,3873,91567,6.67789108e-04,-18.736364,226,35324,0
nob_Latn,3491667,2253,11634,81806,4.44300817e-04,-19.031115,952,100000,0
nod_Thai,737012,24,716,99161,2.59406750e-03,-17.459028,49,11038,0
nog_Cyrl,779009,105,1885,97392,2.40864078e-03,-17.515192,178,19172,0
non_Latn,18024,770,2064,95919,6.72599785e-02,-14.170449,18,502,0
nop_Latn,1397820,266,4263,90458,1.24533668e-03,-18.100990,162,31774,0
not_Latn,1188468,82,2584,94450,1.50853500e-03,-17.952442,143,24235,0
nou_Latn,1376471,69,3214,92288,1.29422593e-03,-18.082512,148,30588,0
nov_Latn,97849,2221,6932,87667,1.57234161e-02,-15.533905,104,1813,0
nph_Latn,419763,464,2921,92772,4.19752855e-03,-16.911160,79,11061,0
npi_Deva,6588931,1629,4996,96593,4.18406570e-04,-19.257318,2586,100000,0
npi_Latn,13369,1544,2998,93270,7.90449560e-02,-13.980992,12,359,0
npl_Latn,974568,271,3800,91674,1.80459709e-03,-17.743412,202,24576,0
npo_Latn,451855,399,2395,93552,3.93835477e-03,-16.983265,106,11061,0
npy_Latn,556245,310,3865,90967,3.10458104e-03,-17.193129,131,13254,0
nqo_Nkoo,1303244,952,2083,97962,1.94893496e-03,-17.732807,825,8471,0
nre_Latn,1149977,821,4539,89987,1.50562495e-03,-17.905968,237,30002,0
nrf_Latn,478795,1792,7777,87119,3.40057268e-03,-17.058842,269,6460,0
nri_Latn,380842,623,3726,91219,4.54254365e-03,-16.815287,102,11054,0
nsa_Latn,403306,468,2843,92483,4.37371614e-03,-16.866922,103,11044,0
nse_Latn,2126324,1023,7327,84519,7.62322598e-04,-18.523872,234,93386,0
nsm_Latn,1216452,884,4955,88894,1.39990767e-03,-17.966549,252,29995,0
nsn_Latn,1163014,176,4093,90915,1.50292816e-03,-17.918020,209,24366,0
nso_Latn,2613803,1708,9274,83537,6.06111624e-04,-18.741491,405,100000,0
nss_Latn,232879,219,3068,92708,7.44668507e-03,-16.337196,96,5620,0
nst_Latn,1745260,864,5685,87711,9.62739868e-04,-18.327530,315,30606,0
nsu_Latn,749083,191,3437,92222,2.35866128e-03,-17.481615,126,17790,0
ntp_Latn,974399,144,2676,94437,1.81457982e-03,-17.767590,176,17357,0
ntr_Latn,830895,202,2942,93158,2.15823903e-03,-17.580515,155,17764,0
ntu_Latn,763535,324,2610,94258,2.36489976e-03,-17.500811,111,12626,0
nuj_Latn,315611,1125,4976,89430,5.33314825e-03,-16.635025,129,8313,0
nus_Latn,648012,1979,6929,87967,2.58329969e-03,-17.343405,266,14391,0
nuy_Latn,756938,408,2949,94302,2.38597541e-03,-17.492405,231,11270,0
nuz_Latn,64683,689,2361,94588,2.46738551e-02,-15.159297,36,1598,0
nvm_Latn,1250408,50,2677,93881,1.43662067e-03,-17.995245,122,22498,0
nwb_Latn,888348,198,2521,94740,2.03033253e-03,-17.658447,94,13165,0
nwi_Latn,926976,254,3397,92961,1.93703711e-03,-17.686531,187,17294,0
nwx_Deva,719317,43,1263,97935,2.60738360e-03,-17.441467,46,16773,0
nxd_Latn,399926,422,3555,92117,4.32466600e-03,-16.874235,84,11061,0
nya_Latn,2421218,1772,9745,81408,6.46709190e-04,-18.650843,324,100000,0
nyf_Latn,530449,441,5051,88627,3.15786445e-03,-17.150051,164,13672,0
nyk_Latn,2087282,1490,8224,84466,7.77856597e-04,-18.503073,374,100000,0
nyn_Latn,2195356,1208,7379,85687,7.52167271e-04,-18.551008,373,100000,0
nyo_Latn,462012,391,4613,90313,3.71207764e-03,-17.007200,102,13528,0
nyu_Latn,2041083,1188,6962,85709,8.13103080e-04,-18.473366,264,100000,0
nyy_Latn,2394643,1049,7289,85221,6.85875645e-04,-18.637817,217,99263,0
nza_Latn,211037,430,1924,95397,8.43084174e-03,-16.241661,72,4301,0
nzi_Latn,2475012,1185,5851,88684,6.86152038e-04,-18.677246,363,100000,0
nzm_Latn,1413109,592,4186,90684,1.24011311e-03,-18.107689,83,30721,0
obo_Latn,870155,167,3832,91613,2.02159656e-03,-17.629196,136,17566,0
oci_Latn,3380052,2760,13784,79035,4.37822522e-04,-19.011343,1184,100000,0
ogo_Latn,1160114,1122,5089,89671,1.49280480e-03,-17.911001,130,49629,0
ojb_Cans,2248444,372,2233,96621,8.29470324e-04,-18.573275,472,33721,0
ojb_Latn,1594974,1007,6044,88123,1.05453101e-03,-18.241148,336,26541,0
oke_Latn,1197047,1229,5609,89048,1.43246192e-03,-17.945292,155,51037,0
oku_Latn,295031,494,2485,94768,6.05542047e-03,-16.565989,78,6760,0
okv_Latn,896052,104,3435,91899,1.97088375e-03,-17.657719,135,24041,0
old_Latn,487716,458,4932,88681,3.42715182e-03,-17.068827,115,13531,0
olo_Latn,258399,1645,6513,88553,6.28307549e-03,-16.461252,130,8012,0
omb_Latn,197248,602,2728,93481,8.76447738e-03,-16.182562,66,4266,0
omw_Latn,1673971,143,2396,94661,1.07770444e-03,-18.290979,215,27268,0
ong_Latn,1546252,102,3241,92427,1.15272558e-03,-18.199800,160,31080,0
ons_Latn,1250421,198,4121,90261,1.38789347e-03,-17.990429,159,24539,0
ood_Latn,900926,285,3203,93369,1.98995564e-03,-17.663958,238,16954,0
opm_Latn,1513694,29,2954,92992,1.18789597e-03,-18.175840,75,23755,0
orv_Cyrl,775418,146,2256,96892,2.35306202e-03,-17.533390,138,27832,0
ory_Latn,12977,1382,2811,93434,8.06097535e-02,-13.963146,14,435,0
ory_Orya,6286206,2005,5071,94470,2.88170458e-04,-19.607996,1885,100000,0
oss_Cyrl,3472670,356,2714,96625,5.24254824e-04,-19.032125,433,100000,0
ota_Arab,9251,365,1190,98196,1.00997795e-01,-13.787377,12,674,0
otd_Latn,281910,1048,4483,89705,5.96225418e-03,-16.526588,70,6719,0
ote_Latn,1871066,988,6914,86824,9.02798967e-04,-18.381649,250,56504,0
otm_Latn,890707,143,2927,93603,2.00796035e-03,-17.657454,120,17662,0
otn_Latn,992912,149,2748,93966,1.80403915e-03,-17.768415,110,17786,0
oto_Latn,108000,1582,4661,90121,1.48978189e-02,-15.615449,56,4664,0
otq_Latn,722759,202,2846,93358,2.48886231e-03,-17.440126,117,17800,0
ots_Latn,1328697,763,4897,90163,1.32020473e-03,-18.039343,259,21473,0
otw_Latn,2308,279,610,98484,1.59940675e-01,-13.330602,2,85,0
oym_Latn,734807,285,2819,94079,2.46571210e-03,-17.457165,105,10692,0
ozm_Latn,834162,378,3163,95074,2.17355198e-03,-17.593803,206,13451,0
pab_Latn,826634,184,3142,93196,2.14062600e-03,-17.589117,154,17824,0
pad_Latn,1557613,77,3181,93256,1.13059697e-03,-18.228113,191,24093,0
pag_Latn,2236800,1550,10373,81651,6.94699130e-04,-18.582241,399,100000,0
pah_Latn,1161477,137,3441,92252,1.52313495e-03,-17.919264,145,17258,0
pam_Latn,1184857,2065,11181,81121,1.30853158e-03,-17.942547,437,34170,0
pan_Guru,6004830,2026,4006,97503,3.12602052e-04,-19.558218,2541,100000,0
pan_Latn,134196,2661,8188,85540,1.13604537e-02,-15.834356,78,4064,0
pao_Latn,715577,216,2891,93109,2.50335353e-03,-17.431650,153,15679,0
pap_Latn,2297252,1575,10294,81736,6.84804050e-04,-18.597628,340,100000,0
pau_Latn,2305907,962,5470,89700,7.44875363e-04,-18.606520,350,100000,0
